title,company,link,c_,l_,posted_date,applications,job_modality,f_p_time,job_responsibility,job_skills,job_salary,scraped_on
Consultor/a riesgos financieros (Quant Analyst),Mazars España,https://www.linkedin.com/company/mazars-espa%C3%B1a/life,Mazars España,"Barcelona, Cataluña, España",Publicado de nuevo hace 1 semana,Más de 100 solicitudes,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Intermedio,"Análisis de datos y Ciencia de datos, Analítica, Análisis cuantitativo, Análisis financiero cuantitativo, Estadística, Maquettes, Modelos de riesgo, Riesgo de crédito y Validación de modelos",,2024-03-10
"Senior Data Analyst, Global Tax Services",Amazon,https://www.linkedin.com/company/amazon/life,Amazon,"Barcelona, Cataluña, España",Publicado de nuevo hace 1 hora,60 solicitudes,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Intermedio,Intermedio,"Analítica de datos y SQL, Adquisición indirecta, Analítica, Analítica empresarial, Cumplimiento de obligaciones fiscales, Especificaciones técnicas, Gestión de datos, Impuestos indirectos y Necesidades empresariales",,2024-03-10
Analista de Datos Industriales,RDT Ingenieros,https://www.linkedin.com/company/rdt-ingenieros/life,RDT Ingenieros,"Derio, País Vasco / Euskadi, España",hace 4 días,29 solicitudes,PresencialCoincide con tus preferencias de empleo. La modalidad laboral es Presencial.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Algo de responsabilidad,,,2024-03-10
"Business Data Analyst (Bangkok Based, relocation provided)",Agoda,https://www.linkedin.com/company/agoda/life,Agoda,"Barcelona, Cataluña, España",Publicado de nuevo hace 1 día,76 solicitudes,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Algo de responsabilidad,Algo de responsabilidad,"Comunicación, Resolución de problemas y SQL, Capacidad de razonamiento, Ciencias de la computación, Estadística, Estrategia de fijación de precios, Marketing digital, Panel de control y Tecnología de publicación de anuncios",,2024-03-10
(Senior) DSP Campaign Manager / Data Analyst,RevX,https://www.linkedin.com/company/revxdsp/life,RevX,"Barcelona, Cataluña, España",hace 1 mes,Más de 100 solicitudes,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,"Analítica de datos y Análisis de datos, Compra programática de espacios publicitarios, Plataforma de demanda (DSP), Programmatic Advertising, Publicidad móvil, Puja en tiempo real y Remarketing",,2024-03-10
Sr. Business Analyst Customer Data Platform (CDP & salesforce),Novartis,https://www.linkedin.com/company/novartis/life,Novartis,"Barcelona, Cataluña, España",Publicado de nuevo hace 1 semana,51 solicitudes,PresencialCoincide con tus preferencias de empleo. La modalidad laboral es Presencial.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Algo de responsabilidad,"Analítica de datos, Capacidad de análisis y Comunicación, Análisis de marketing, Ciencias de la computación, Desarrollo Salesforce.com, Necesidades empresariales, Negociación, Planes de desarrollo de productos y Salesforce Marketing Cloud",,2024-03-10
Basketball Statistician (Data Collection),Genius Sports,https://www.linkedin.com/company/geniussports/life,Genius Sports,"Ciutadella de Menorca, Islas Baleares, España",Publicado de nuevo hace 1 semana,41 solicitudes,PresencialCoincide con tus preferencias de empleo. La modalidad laboral es Presencial.,Contrato por obraCoincide con tus preferencias de empleo. El tipo de empleo es Contrato por obra.,Contrato por obraCoincide con tus preferencias de empleo. El tipo de empleo es Contrato por obra.,"Inglés, Adquisición de conocimientos, Baloncesto, Definición de requisitos, Deportes, Industry Training, Inglés hablado, Jugabilidad, Recogida de datos y Sports Venues",,2024-03-10
SENIOR DATA ANALYTICS CONSULTANT- Madrid,The Information Lab Spain,https://www.linkedin.com/company/the-information-lab-spain/life,The Information Lab Spain,"Madrid, Comunidad de Madrid, España",hace 4 meses,Más de 100 solicitudes,PresencialCoincide con tus preferencias de empleo. La modalidad laboral es Presencial.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,,,2024-03-10
SAP Analytics Cloud Consultant,T4S Advance Solutions,https://www.linkedin.com/company/t4s-advance-solutions/life,T4S Advance Solutions,Madrid y alrededores,hace 3 semanas,10 solicitudes,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Intermedio,"Inglés y Trabajo en equipo, ABAP, Estrategia empresarial, Inteligencia empresarial, Liderazgo de equipos, Microsoft SQL Server, Protocolo de Internet (IP), SAP BW y XML",,2024-03-10
Package Consultant - SAP HANA Adv Analytics,IBM,https://www.linkedin.com/company/ibm/life,IBM,"Barcelona, Cataluña, España",Publicado de nuevo hace 2 semanas,23 solicitudes,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,"Análisis predictivo, Competencias transversales, Contabilidad de gestión, Contabilidad exigida por ley, Elaboración de informes de datos, Productos SAP, SAP BW, SAP BusinessObjects, SAP HANA y SAP Lumira",,2024-03-10
Package Consultant - SAP HANA Adv Analytics,IBM,https://www.linkedin.com/company/ibm/life,IBM,"Madrid, Comunidad de Madrid, España",Publicado de nuevo hace 2 semanas,25 solicitudes,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,"Análisis predictivo, Competencias transversales, Contabilidad de gestión, Contabilidad exigida por ley, Elaboración de informes de datos, Productos SAP, SAP BW, SAP BusinessObjects, SAP HANA y SAP Lumira",,2024-03-10
"Senior Data Analyst, Customer Payments (Relocation to Tallinn)",Bolt,https://www.linkedin.com/company/bolt-eu/life,Bolt,"Madrid, Comunidad de Madrid, España",hace 1 semana,16 solicitudes,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Intermedio,,,2024-03-10
SAP Analytics Cloud Consultant,VASS,https://www.linkedin.com/company/vass/life,VASS,"Madrid, Comunidad de Madrid, España",Publicado de nuevo hace 2 días,16 solicitudes,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,"Comunicación, Inglés y Tableau, ABAP, Contabilidad exigida por ley, Planificación de negocios y sistemas de control, Productos SAP, SAP BW, SAP HANA y SAP Projects",,2024-03-10
Football Statistician (Data Collection),Genius Sports,https://www.linkedin.com/company/geniussports/life,Genius Sports,"Córdoba, Andalucía, España",Publicado de nuevo hace 1 semana,97 solicitudes,PresencialCoincide con tus preferencias de empleo. La modalidad laboral es Presencial.,Contrato por obraCoincide con tus preferencias de empleo. El tipo de empleo es Contrato por obra.,Contrato por obraCoincide con tus preferencias de empleo. El tipo de empleo es Contrato por obra.,"Inglés, Adquisición de conocimientos, Definición de requisitos, Deportes, Fútbol americano, Industry Training, Inglés hablado, Jugabilidad, Recogida de datos y Sports Venues",,2024-03-10
Data Analyst,agap2 España,https://www.linkedin.com/company/agap2-espana/life,agap2 España,"Sevilla, Andalucía, España",hace 2 días,77 solicitudes,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Algo de responsabilidad,"Capacidad de análisis, Python, Trabajo en equipo, Visualización y Visualización de datos, Análisis de requisitos, Estadística, Inteligencia empresarial, Matemáticas y Panel de control",,2024-03-10
Senior Business Analyst - Data Focus,Thoughtworks,https://www.linkedin.com/company/thoughtworks/life,Thoughtworks,"Madrid, Comunidad de Madrid, España",hace 4 días,14 solicitudes,PresencialCoincide con tus preferencias de empleo. La modalidad laboral es Presencial.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,"Capacidad de análisis y Resolución de problemas, Asesor, Atención al detalle, Educción de requisitos, Necesidades empresariales, Obtención de requisitos, Planes de desarrollo de productos, Procesos de negocio y Professional Skills",,2024-03-10
Data Analyst - Pharma Company,Grafton Recruitment,https://www.linkedin.com/company/grafton-recruitment/life,Grafton Recruitment,"Madrid, Comunidad de Madrid, España",hace 4 días,77 solicitudes,PresencialCoincide con tus preferencias de empleo. La modalidad laboral es Presencial.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Algo de responsabilidad,"Análisis de datos, Capacidad de análisis y Inglés, Análisis de negocio, Elaboración de informes, Informes y análisis y Microsoft Dynamics NAV",,2024-03-10
Data Analyst (Oracle) @ Deutsche telekom (f/m),T-Systems Iberia,https://www.linkedin.com/company/tsystems-iberia/life,T-Systems Iberia,"Granada, Andalucía, España",hace 21 horas,17 solicitudes,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Algo de responsabilidad,"Bases de datos y Python, Análisis estadístico, Aprendizaje personalizado, Big data, Competencias transversales, KNIME, Modelado de datos, Modelado de datos lógicos y Oracle Application Express",,2024-03-10
Business Intelligence Analyst,Ria Money Transfer,https://www.linkedin.com/company/ria-financial/life,Ria Money Transfer,"Alcobendas, Comunidad de Madrid, España",Publicado de nuevo hace 1 día,Más de 100 solicitudes,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,"Analítica de datos, Comunicación y Resolución de problemas, Analítica, Comunicación escrita, Extraer, transformar y cargar (ETL), Informes y análisis, Pensamiento crítico, Presentaciones y Procedimientos de almacenado",,2024-03-10
Senior Data Analyst – Business Intelligence,Radisson Hotel Group,https://www.linkedin.com/company/radisson-hotel-group/life,Radisson Hotel Group,"Madrid, Comunidad de Madrid, España",hace 1 día,7 solicitudes,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Intermedio,"Visualización de datos, Analítica, Arquitectura de datos, Calidad de datos, Contabilidad exigida por ley, Datos maestros, Gestión de datos, Pensamiento crítico, Perfiles de datos y SAP CRM",,2024-03-10
Multilingual Data Analyst Intern,Morningstar,https://www.linkedin.com/company/morningstar/life,Morningstar,"Madrid, Comunidad de Madrid, España",Publicado de nuevo hace 8 meses,Más de 100 solicitudes,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Prácticas,Prácticas,,,2024-03-10
Business Data Senior Analyst (12 Months Maternity Cover),Amadeus,https://www.linkedin.com/company/amadeus/life,Amadeus,"Madrid, Comunidad de Madrid, España",hace 1 semana,23 solicitudes,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,Contrato por obraCoincide con tus preferencias de empleo. El tipo de empleo es Contrato por obra.,Intermedio,"Analítica de datos, Bases de datos, Ciencia de datos, Visualización y Visualización de datos, Analítica, Calidad de datos, Gestión de datos, Panel de control y Qlik Sense",,2024-03-10
Analista de datos,LLYC,https://www.linkedin.com/company/llyc/life,LLYC,"Madrid, Comunidad de Madrid, España",hace 5 meses,Más de 100 solicitudes,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Sin experiencia,,,2024-03-10
Consultor Senior BI,LHH,https://www.linkedin.com/company/lee-hecht-harrison/life,LHH,"Barcelona, Cataluña, España",hace 1 semana,18 solicitudes,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Intermedio,Intermedio,"Bases de datos y Inglés, Almacenamiento de datos, Inteligencia empresarial, Liderazgo de equipos, MicroStrategy, Modelado de datos, Negociación, Panel de control y Procesamiento analítico en línea (OLAP)",,2024-03-10
BI Analyst,LLYC,https://www.linkedin.com/company/llyc/life,LLYC,"Madrid, Comunidad de Madrid, España",hace 9 meses,Más de 100 solicitudes,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Intermedio,"Bases de datos, Ciencia de datos y Visualización de datos, Analítica, Extraer, transformar y cargar (ETL), Google Analytics, Google BigQuery, Indicadores clave de desempeño, Modelado de datos y Panel de control",,2024-03-10
BI Data Analyst,Capgemini Engineering,https://www.linkedin.com/company/capgemini-engineering/life,Capgemini Engineering,"Madrid, Comunidad de Madrid, España",Publicado de nuevo hace 1 mes,Más de 100 solicitudes,HíbridoCoincide con tus preferencias de empleo. La modalidad laboral es Híbrido.,Jornada completaCoincide con tus preferencias de empleo. El tipo de empleo es Jornada completa.,Algo de responsabilidad,"Analítica de datos, Bases de datos, Capacidad de análisis, SQL y Visualización de datos, Almacenamiento de datos, Expresiones de análisis de datos (DAX), Inteligencia empresarial, Modelado de datos y Panel de control",,2024-03-10
